  -1.0000000000000000       -1.0000000000000000      -0.84828363473437896      -0.68226177253827758     
 -0.96000000089406967      -0.96000000089406967      -0.83365460189885909      -0.66403675291249276     
 -0.92000000178813934      -0.92000000178813934      -0.81775407303385683      -0.64498697765499446     
 -0.88000000268220901      -0.88000000268220901      -0.80049901707717752      -0.62510039761673741     
 -0.84000000357627869      -0.84000000357627869      -0.78180635326383230      -0.60436776135323556     
 -0.80000000447034836      -0.80000000447034836      -0.76159415204444902      -0.58278293031428541     
 -0.76000000536441803      -0.76000000536441803      -0.73978304790096971      -0.56034319032081970     
 -0.72000000625848770      -0.72000000625848770      -0.71629786747816160      -0.53704955374386698     
 -0.68000000715255737      -0.68000000715255737      -0.69106946788675339      -0.51290704625963301     
 -0.64000000804662704      -0.64000000804662704      -0.66403676922652766      -0.48792497161126497     
 -0.60000000894069672      -0.60000000894069672      -0.63514895238728730      -0.46211714749418970     
 -0.56000000983476639      -0.56000000983476639      -0.60436777829945809      -0.43550210553008045     
 -0.52000001072883606      -0.52000001072883606      -0.57166996859295816      -0.40810324833465922     
 -0.48000001162290573      -0.48000001162290573      -0.53704957097428574      -0.37994895694272030     
 -0.44000001251697540      -0.44000001251697540      -0.50052021677429270      -0.35107264234986330     
 -0.40000001341104507      -0.40000001341104507      -0.46211716458437491      -0.32151273567596478     
 -0.36000001430511475      -0.36000001430511475      -0.42189901443658739      -0.29131261245159090     
 -0.32000001519918442      -0.32000001519918442      -0.37994897341148470      -0.26052044776464223     
 -0.28000001609325409      -0.28000001609325409      -0.33637555755144893      -0.22918900045688748     
 -0.24000001698732376      -0.24000001698732376      -0.29131262779276940      -0.19737532619184395     
 -0.20000001788139343      -0.20000001788139343      -0.24491867991284977      -0.16514042097728809     
 -0.16000001877546310      -0.16000001877546310      -0.19737533991580619      -0.13254879855710019     
 -0.12000001966953278      -0.12000001966953278      -0.14888505547959380       -9.9668006919236468E-002
  -8.0000020563602448E-002  -8.0000020563602448E-002  -9.9668018598803670E-002  -6.6568090925304593E-002
  -4.0000021457672119E-002  -4.0000021457672119E-002  -4.9958400969827566E-002  -3.3321009677285088E-002
  -2.2351741790771484E-008  -2.2351741790771484E-008  -2.7939676822130718E-008  -1.8626450752160918E-008
   3.9999976754188538E-002   3.9999976754188538E-002   4.9958345229939791E-002   3.3320972465745058E-002
   7.9999975860118866E-002   7.9999975860118866E-002   9.9667963274539237E-002   6.6568053837482169E-002
  0.11999997496604919       0.11999997496604919       0.14888500083890391        9.9667970036394410E-002
  0.15999997407197952       0.15999997407197952       0.19737528621334532       0.13254876195870158     
  0.19999997317790985       0.19999997317790985       0.24491862738542738       0.16514038474032361     
  0.23999997228384018       0.23999997228384018       0.29131257665550714       0.19737529039020413     
  0.27999997138977051       0.27999997138977051       0.33637550799476040       0.22918896516079112     
  0.31999997049570084       0.31999997049570084       0.37994892559894183       0.26052041304012846     
  0.35999996960163116       0.35999996960163116       0.42189896850368935       0.29131257836008345     
  0.39999996870756149       0.39999996870756149       0.46211712063818317       0.32151270227391160     
  0.43999996781349182       0.43999996781349182       0.50052017489386080       0.35107260968845599     
  0.47999996691942215       0.47999996691942215       0.53704953121177934       0.37994892506769223     
  0.51999996602535248       0.51999996602535248       0.57166993097534236       0.40810321728616322     
  0.55999996513128281       0.55999996513128281       0.60436774283061900       0.43550207534264135     
  0.59999996423721313       0.59999996423721313       0.63514891905045678       0.46211711819672890     
  0.63999996334314346       0.63999996334314346       0.66403673798688490       0.48792494322719021     
  0.67999996244907379       0.67999996244907379       0.69106943869409310       0.51290701880698730     
  0.71999996155500412       0.71999996155500412       0.71629784026953280       0.53704952723552968     
  0.75999996066093445       0.75999996066093445       0.73978302260320949       0.56034316476475077     
  0.79999995976686478       0.79999995976686478       0.76159412857655306       0.58278290571380786     
  0.83999995887279510       0.83999995887279510       0.78180633153912182       0.60436773770734287     
  0.87999995797872543       0.87999995797872543       0.80049899700523897       0.62510037492042558     
  0.91999995708465576       0.91999995708465576       0.81775405452224004       0.64498695589960520     
  0.95999995619058609       0.95999995619058609       0.83365458485453758       0.66403673208606417     
  0.99999995529651642       0.99999995529651642       0.84828361906497629       0.68226175262589817     
