  0.50000000000000000       0.31742022767655653        1.6482823260391966E-002
  0.25000000000000000        8.0105543907243559E-002   1.0006493174727904E-003
  0.12500000000000000        2.0072728649337179E-002   6.1790230034608484E-005
   6.2500000000000000E-002   5.0210688322942509E-003   3.8488932796454378E-006
   3.1250000000000000E-002   1.2554474688142303E-003   2.4034765444547190E-007
   1.5625000000000000E-002   3.1387313104525028E-004   1.5018455812310094E-008
   7.8125000000000000E-003   7.8468986713264854E-005   9.3860230698794567E-010
   3.9062500000000000E-003   1.9617290674567300E-005   5.8661298041329246E-011
   1.9531250000000000E-003   4.9043254182201679E-006   3.6670666503368921E-012
   9.7656250000000000E-004   1.2260815274167669E-006   2.3026025530725747E-013
   4.8828125000000000E-004   3.0652039173517664E-007   1.3988810110276972E-014
   2.4414062500000000E-004   7.6630099377084093E-008   1.5543122344752192E-015
   1.2207031250000000E-004   1.9157517572310212E-008   5.9952043329758453E-015
