  #        x                       cos(x)                       erro            número de iterações
  0.20000000000000001       0.98006657777777773        8.8888888888888935E-008           3
   1.0000000000000000       0.54030230379188704        2.7557319223985888E-007           5
   3.0000000000000000      -0.98999249800615452        6.0512008015618833E-008           9
   5.0000000000000000       0.28366218903935225        9.6067045396335028E-008          12
  -8.0000000000000000      -0.14550001746791133        3.0109797634333939E-007          16
